siteReportId;conversationId;questionnaireId;dateReceived;dateReceivedDisplay;clientId;locationId;clientName;questionAnswer1;questionAnswer2;questionAnswer3;questionAnswer4;nPSQuestionAnswer;feedbackQuestionAnswer;submitForReward;madeOrIntentToMakePurchase;RegionID;Industry
57666;76893;24;2023-01-30 17:22:00.3200000 -05:00;2023/01/30 17:22;156;281;Client 3;10;10;8;10;10;Neutral ;VERDADERO;1;3;5
57665;76890;39;2023-01-30 17:09:37.1166667 -05:00;2023/01/30 17:09;567;1139;Client 7;8;2;7;9;7;Have same items all together;VERDADERO;1;15;5
57664;76888;39;2023-01-30 17:00:06.2866667 -05:00;2023/01/30 17:00;567;1131;Client 7;10;9;10;10;10;Neutral ;VERDADERO;1;13;5
57846;77127;39;2023-01-30 17:00:00.0000000 -05:00;2023/01/30 17:00;567;1133;Client 7;8;7;5;10;9;Neutral ;VERDADERO;1;15;5
57973;77301;30;2023-01-30 16:00:00.0000000 -06:00;2023/01/30 16:00;575;341;Client 5;8;8;8;10;8;Neutral ;VERDADERO;1;9;5
57663;76887;39;2023-01-30 16:41:28.7433333 -05:00;2023/01/30 16:41;567;1148;Client 7;10;9;8;10;10;Neutral ;VERDADERO;1;13;5
57661;76883;36;2023-01-30 16:14:39.5366667 -05:00;2023/01/30 16:14;156;267;Client 3;8;1;2;8;4;Ms laverne was very nice and made the experience better;FALSO;1;5;5
57660;76882;30;2023-01-30 15:10:57.5066667 -06:00;2023/01/30 15:10;575;352;Client 5;8;9;7;8;9;Neutral ;FALSO;1;9;5
57659;76881;39;2023-01-30 16:10:16.0100000 -05:00;2023/01/30 16:10;567;1167;Client 7;5;1;2;5;5;Neutral ;VERDADERO;1;14;5
57658;76879;36;2023-01-30 16:04:47.5800000 -05:00;2023/01/30 16:04;156;80;Client 3;5;1;2;9;10;Neutral ;VERDADERO;1;3;5
57726;76968;36;2023-01-30 16:00:00.0000000 -05:00;2023/01/30 16:00;156;281;Client 3;10;3;1;5;5;The price increase that client has put on stuff is way too much at one time considering their merchandise is free they have no overhead for products to sale;FALSO;1;3;5
57662;76884;36;2023-01-30 15:54:11.7866667 -05:00;2023/01/30 15:54;156;289;Client 3;7;1;1;8;8;Tiffany helped me today. She is one of kindest and most helpful employees in the store!;FALSO;1;3;5
57657;76876;36;2023-01-30 15:44:00.1700000 -05:00;2023/01/30 15:44;156;289;Client 3;7;1;1;8;8;Neutral ;VERDADERO;1;3;5
57656;76871;30;2023-01-30 14:39:00.2200000 -06:00;2023/01/30 14:39;575;350;Client 5;10;10;8;8;10;Neutral ;VERDADERO;1;10;5
57655;76870;36;2023-01-30 15:34:04.6266667 -05:00;2023/01/30 15:34;156;78;Client 3;9;1;2;6;8;Neutral ;VERDADERO;1;6;5
57654;76867;30;2023-01-30 14:30:48.4000000 -06:00;2023/01/30 14:30 (2);575;350;Client 5;10;8;10;6;10;Lower the price on your shirts. $5.79 is too high. Most of us go there because of low income. I really had to search to find 2 shirts that I was willing to buy. You get loads of clothes. Sell them cheap and you have room to keep moving out the old merchandise and refreshing with different merchandise.;VERDADERO;1;10;5
57653;76866;30;2023-01-30 14:30:40.1633333 -06:00;2023/01/30 14:30 (1);575;350;Client 5;10;10;8;6;10;Neutral ;VERDADERO;1;10;5
57652;76865;30;2023-01-30 14:29:52.6000000 -06:00;2023/01/30 14:29;575;359;Client 5;10;10;10;6;8;Barbara  servicio muy bueno;VERDADERO;1;9;5
57651;76863;36;2023-01-30 15:19:49.2566667 -05:00;2023/01/30 15:19;156;281;Client 3;7;2;3;8;8;Neutral ;VERDADERO;1;3;5
57650;76861;30;2023-01-30 14:17:33.6300000 -06:00;2023/01/30 14:17;575;342;Client 5;8;8;7;8;8;I think this location has some of the best cleanliness and friendliest staff in the area... the only thing I noticed on my last visit was not enough cashiers;VERDADERO;1;8;5
57648;76855;58;2023-01-30 15:08:34.4600000 -05:00;2023/01/30 15:08;589;1318;Client 10;10;10;10;10;10;Neutral ;FALSO;1;20;4
57647;76854;24;2023-01-30 15:03:14.1466667 -05:00;2023/01/30 15:03;156;281;Client 3;10;10;10;10;10;Neutral ;VERDADERO;1;3;5
57645;76852;36;2023-01-30 15:00:41.3833333 -05:00;2023/01/30 15:00;156;257;Client 3;4;2;3;10;10;Excellent customer service. I also respected how the manager on duty spoke with the special needs employees. Awesome staff.;VERDADERO;1;5;5
57854;77139;36;2023-01-30 15:00:00.0000000 -05:00;2023/01/30 15:00;156;264;Client 3;9;1;2;8;8;Shelbyville isn't Louisville. People come because of lower prices but you have raised them .;FALSO;1;6;5
57723;76962;36;2023-01-30 15:00:00.0000000 -05:00;2023/01/30 15:00;156;281;Client 3;8;3;1;7;10;Neutral ;FALSO;1;3;5
57721;76959;36;2023-01-30 15:00:00.0000000 -05:00;2023/01/30 15:00;156;271;Client 3;10;2;2;10;10;Cody, who works there, is always very friendly and helpful!;VERDADERO;1;3;5
57704;76941;39;2023-01-30 15:00:00.0000000 -05:00;2023/01/30 15:00;567;1142;Client 7;9;3;10;9;8;The Pendleton store was recently rearranged, it was definitely better before this change. I feel like the clearance section was only childrens clothes so maybe if there was more organization of the clearance sections like maybe if it was arranged by age group.;VERDADERO;1;13;5
57642;76848;36;2023-01-30 14:50:16.4566667 -05:00;2023/01/30 14:50;156;281;Client 3;10;2;2;10;10;Neutral ;VERDADERO;1;3;5
57641;76847;30;2023-01-30 13:44:09.5366667 -06:00;2023/01/30 13:44;575;354;Client 5;10;10;1;7;10;Neutral ;VERDADERO;1;10;5
57639;76845;39;2023-01-30 14:34:00.1066667 -05:00;2023/01/30 14:34;567;1160;Client 7;9;10;10;9;10;Neutral ;VERDADERO;1;14;5
57638;76843;30;2023-01-30 13:30:36.3666667 -06:00;2023/01/30 13:30;575;359;Client 5;10;10;10;10;10;Lexi and Elisa helped me with my purchase;VERDADERO;1;9;5
57637;76842;36;2023-01-30 14:26:10.6033333 -05:00;2023/01/30 14:26;156;289;Client 3;9;1;3;6;6;Neutral ;VERDADERO;1;3;5
57636;76841;36;2023-01-30 14:24:47.9333333 -05:00;2023/01/30 14:24;156;295;Client 3;5;1;2;9;9;Neutral ;VERDADERO;1;6;5
57635;76840;39;2023-01-30 14:21:10.2833333 -05:00;2023/01/30 14:21;567;1151;Client 7;5;10;3;4;5;Stop asking to round up;VERDADERO;1;14;5
57634;76839;36;2023-01-30 13:19:19.4733333 -06:00;2023/01/30 13:19;156;253;Client 3;10;1;3;10;10;Neutral ;VERDADERO;1;4;5
57633;76838;36;2023-01-30 14:10:03.5200000 -05:00;2023/01/30 14:10;156;70;Client 3;9;2;3;6;9;Everyone is always so friendly here. I shop often enough I'm starting to recognize the staff and enjoy being able to call them by name. We love Cathy at the register!  Today I bought furniture. The guys that loaded it up were great and respectful of the vehicle.;VERDADERO;1;5;5
57632;76836;39;2023-01-30 14:08:54.7966667 -05:00;2023/01/30 14:08;567;1158;Client 7;10;7;7;8;10;Martha was the cashier on duty and she is always very friendly and helpful. Service with a smile.;VERDADERO;1;17;5
57631;76835;36;2023-01-30 14:06:04.9266667 -05:00;2023/01/30 14:06;156;281;Client 3;10;13;2;10;10;Neutral ;VERDADERO;1;3;5
57630;76834;30;2023-01-30 13:03:24.6366667 -06:00;2023/01/30 13:03;575;341;Client 5;10;8;9;9;10;Neutral ;FALSO;1;9;5
57719;76957;30;2023-01-30 13:00:00.0000000 -06:00;2023/01/30 13:00;575;358;Client 5;10;10;10;10;10;excellent service and attention from all staff.  excellent and varied offers.  always within everyone's reach;VERDADERO;1;10;5
57629;76833;36;2023-01-30 13:50:03.4933333 -05:00;2023/01/30 13:50;156;80;Client 3;8;2;2;8;8;Neutral ;FALSO;1;3;5
57628;76832;36;2023-01-30 13:47:35.4033333 -05:00;2023/01/30 13:47;156;80;Client 3;8;2;1;4;4;Neutral ;FALSO;1;3;5
57626;76829;24;2023-01-30 12:44:33.3066667 -06:00;2023/01/30 12:44;156;251;Client 3;10;10;10;10;10;Neutral ;VERDADERO;0;4;5
57624;76827;7;2023-01-30 13:25:55.8866667 -05:00;2023/01/30 13:25;562;310;Client 12;8;9;9;10;10;Neutral ;VERDADERO;0;22;7
57627;76831;30;2023-01-30 12:16:10.5333333 -06:00;2023/01/30 12:16;575;352;Client 5;10;10;10;10;10;Sylvia;FALSO;1;9;5
57622;76825;39;2023-01-30 13:11:12.5933333 -05:00;2023/01/30 13:11;567;1141;Client 7;9;9;7;7;9;Neutral ;VERDADERO;1;15;5
57621;76824;24;2023-01-30 12:04:12.9833333 -06:00;2023/01/30 12:04;156;67;Client 3;8;10;7;9;10;Neutral ;VERDADERO;1;4;5
57620;76823;36;2023-01-30 12:02:34.6800000 -06:00;2023/01/30 12:02;156;254;Client 3;10;2;1;10;10;Neutral ;FALSO;1;4;5
57619;76822;30;2023-01-30 12:02:09.6366667 -06:00;2023/01/30 12:02;575;344;Client 5;9;9;10;9;10;Neutral ;VERDADERO;1;8;5
57618;76821;24;2023-01-30 13:01:04.2200000 -05:00;2023/01/30 13:01;156;76;Client 3;10;10;10;10;10;Norman was great to deal with.  It made it an excellent experience;VERDADERO;1;6;5
57720;76958;36;2023-01-30 13:00:00.0000000 -05:00;2023/01/30 13:00;156;263;Client 3;8;1;2;8;10;Neutral ;FALSO;1;5;5
57841;77121;36;2023-01-30 13:00:00.0000000 -05:00;2023/01/30 13:00;156;272;Client 3;10;2;3;8;8;Neutral ;VERDADERO;1;6;5
57617;76819;36;2023-01-30 12:50:46.3200000 -05:00;2023/01/30 12:50;156;281;Client 3;8;2;3;8;8;Neutral ;VERDADERO;1;3;5
57616;76818;36;2023-01-30 12:41:53.6433333 -05:00;2023/01/30 12:41;156;285;Client 3;10;2;2;7;7;Neutral ;VERDADERO;1;3;5
57615;76817;36;2023-01-30 12:39:59.8433333 -05:00;2023/01/30 12:39;156;75;Client 3;10;2;1;7;8;Neutral ;VERDADERO;1;4;5
57614;76816;36;2023-01-30 12:39:06.2200000 -05:00;2023/01/30 12:39;156;289;Client 3;10;2;2;10;10;The store looked better than I'd ever seen it. They had added another room and things were very neat and easy to maneuver around. Very nice employees;VERDADERO;1;3;5
57613;76815;36;2023-01-30 12:36:27.8200000 -05:00;2023/01/30 12:36;156;259;Client 3;1;1;3;10;10;Neutral ;VERDADERO;1;4;5
57612;76814;24;2023-01-30 12:34:43.3466667 -05:00;2023/01/30 12:34;156;289;Client 3;7;10;10;10;10;Neutral ;VERDADERO;1;3;5
57611;76811;30;2023-01-30 11:23:56.4033333 -06:00;2023/01/30 11:23;575;339;Client 5;9;9;9;9;9;Jeff is a wonderful asset!;VERDADERO;1;9;5
57610;76809;24;2023-01-30 12:17:15.0833333 -05:00;2023/01/30 12:17;156;76;Client 3;10;10;10;10;10;Norman was my attendant and he was very helpful and kind.;FALSO;0;6;5
57607;76806;36;2023-01-30 12:07:23.5666667 -05:00;2023/01/30 12:07;156;71;Client 3;9;1;2;8;9;Neutral ;VERDADERO;1;5;5
57606;76805;36;2023-01-30 12:04:18.4666667 -05:00;2023/01/30 12:04;156;286;Client 3;10;2;2;10;10;The Morehead client has very friendly staff and clean store. Lower your prices;VERDADERO;1;3;5
57732;76982;36;2023-01-30 12:00:00.0000000 -05:00;2023/01/30 12:00;156;281;Client 3;9;3;2;6;5;Neutral ;VERDADERO;1;3;5
57731;76979;36;2023-01-30 12:00:00.0000000 -05:00;2023/01/30 12:00;156;275;Client 3;9;2;3;7;2;Prices are too expensive. Won't return;VERDADERO;1;6;5
57604;76802;24;2023-01-30 11:42:36.0033333 -05:00;2023/01/30 11:42;156;76;Client 3;9;7;1;10;10;Neutral ;VERDADERO;1;6;5
57603;76801;36;2023-01-30 11:34:04.2300000 -05:00;2023/01/30 11:34;156;77;Client 3;9;2;3;8;8;Neutral ;VERDADERO;1;6;5
57602;76800;30;2023-01-30 10:25:01.2700000 -06:00;2023/01/30 10:25;575;351;Client 5;8;8;10;9;9;Neutral ;VERDADERO;1;10;5
57601;76799;36;2023-01-30 11:18:13.2100000 -05:00;2023/01/30 11:18;156;261;Client 3;10;3;3;10;10;Neutral ;FALSO;1;5;5
57600;76798;55;2023-01-30 11:15:08.7900000 -05:00;2023/01/30 11:15;588;312;Client 4;3;3;3;3;10;Neutral ;FALSO;1;7;5
57599;76797;36;2023-01-30 11:07:37.4233333 -05:00;2023/01/30 11:07;156;281;Client 3;7;1;2;9;9;Neutral ;VERDADERO;1;3;5
57598;76795;36;2023-01-30 11:04:07.7566667 -05:00;2023/01/30 11:04;156;71;Client 3;10;3;1;4;8;Neutral ;VERDADERO;1;5;5
57597;76793;36;2023-01-30 10:53:49.0400000 -05:00;2023/01/30 10:53;156;281;Client 3;10;2;3;6;6;Lower prices I can buy some products new cheaper than client.;VERDADERO;1;3;5
57596;76792;36;2023-01-30 09:49:05.2033333 -06:00;2023/01/30 09:49;156;255;Client 3;10;1;3;10;10;Neutral ;VERDADERO;1;4;5
57595;76790;36;2023-01-30 10:38:37.9366667 -05:00;2023/01/30 10:38;156;281;Client 3;9;1;2;8;6;Neutral ;VERDADERO;1;3;5
57594;76789;36;2023-01-30 10:27:41.2433333 -05:00;2023/01/30 10:27;156;281;Client 3;10;2;2;9;10;Neutral ;VERDADERO;1;3;5
57593;76788;39;2023-01-30 10:25:34.5066667 -05:00;2023/01/30 10:25;567;1153;Client 7;10;9;10;10;10;Angela was an exceptional employee! Very helpful and engaging!;VERDADERO;1;17;5
57592;76787;24;2023-01-30 10:16:37.4666667 -05:00;2023/01/30 10:16;156;69;Client 3;9;10;10;10;10;Neutral ;FALSO;0;5;5
57590;76785;40;2023-01-30 10:00:47.0100000 -05:00;2023/01/30 10:00;567;1132;Client 7;10;10;10;10;10;Ms Earline and another attendant were back there taking donations. They are friendly and a great way to start the morning!;VERDADERO;1;13;5
57727;76972;36;2023-01-30 10:00:00.0000000 -05:00;2023/01/30 10:00;156;72;Client 3;7;2;3;10;10;Neutral ;VERDADERO;0;6;5
57588;76783;36;2023-01-30 09:58:13.4066667 -05:00;2023/01/30 09:58;156;281;Client 3;10;1;2;2;1;Neutral ;VERDADERO;1;3;5
57587;76782;39;2023-01-30 09:57:51.3000000 -05:00;2023/01/30 09:57;567;1132;Client 7;10;10;8;10;10;The staff working today was so so friendly!!;VERDADERO;1;13;5
57586;76781;36;2023-01-30 09:56:53.3133333 -05:00;2023/01/30 09:56;156;257;Client 3;5;2;3;9;9;Neutral ;VERDADERO;1;5;5
57585;76780;36;2023-01-30 09:34:32.1533333 -05:00;2023/01/30 09:34;156;288;Client 3;10;3;3;10;10;Neutral ;VERDADERO;1;3;5
57584;76779;7;2023-01-30 09:27:08.2833333 -05:00;2023/01/30 09:27;562;309;Client 12;9;10;10;9;10;Neutral ;VERDADERO;1;23;7
57583;76778;36;2023-01-30 09:21:30.4000000 -05:00;2023/01/30 09:21;156;267;Client 3;7;2;2;7;8;Neutral ;VERDADERO;1;5;5
57558;76742;36;2023-01-29 21:02:17.4166667 -06:00;2023/01/29 21:02;156;252;Client 3;8;2;3;8;9;Patrick was very helpful and nice.;VERDADERO;1;4;5
57557;76741;36;2023-01-29 21:55:30.6633333 -05:00;2023/01/29 21:55;156;285;Client 3;5;1;3;7;10;Neutral ;VERDADERO;1;3;5
57555;76739;64;2023-01-29 20:43:00.4200000 -06:00;2023/01/29 20:43;599;1367;Client 1;0;17;0;0;8;drink specials are awesome!;VERDADERO;0;1;4
57554;76738;36;2023-01-29 20:38:27.7866667 -06:00;2023/01/29 20:38;156;67;Client 3;9;2;1;8;8;Neutral ;VERDADERO;1;4;5
57553;76737;24;2023-01-29 21:32:04.7566667 -05:00;2023/01/29 21:32;156;267;Client 3;10;10;10;10;10;Neutral ;VERDADERO;1;5;5
57552;76736;36;2023-01-29 21:30:57.3300000 -05:00;2023/01/29 21:30;156;286;Client 3;7;2;2;7;10;Make every client location have a half off sale on the last day of each month and the 1st day ....would give more business;VERDADERO;1;3;5
57551;76734;36;2023-01-29 21:22:32.1900000 -05:00;2023/01/29 21:22;156;267;Client 3;10;2;3;10;10;Neutral ;VERDADERO;1;5;5
57550;76733;24;2023-01-29 21:18:36.1566667 -05:00;2023/01/29 21:18;156;267;Client 3;10;10;10;10;10;Neutral ;FALSO;1;5;5
57549;76732;36;2023-01-29 21:17:58.4500000 -05:00;2023/01/29 21:17;156;267;Client 3;10;3;3;10;10;Neutral ;FALSO;1;5;5
57548;76731;24;2023-01-29 21:10:54.4433333 -05:00;2023/01/29 21:10;156;267;Client 3;10;10;10;10;10;Neutral ;FALSO;1;5;5
57547;76730;36;2023-01-29 21:09:02.7766667 -05:00;2023/01/29 21:09;156;277;Client 3;10;2;3;10;10;Neutral ;VERDADERO;1;3;5
57546;76728;36;2023-01-29 21:06:19.9433333 -05:00;2023/01/29 21:06;156;277;Client 3;10;2;3;10;10;Neutral ;VERDADERO;1;3;5
57562;76747;30;2023-01-29 20:00:00.0000000 -06:00;2023/01/29 20:00;575;354;Client 5;10;9;9;9;10;Noemi was extremely friendly and helpful on the floor and as our cashier.  She provides great customer service every time my husband and I visit, and she's one of the reasons we continue to shop at this store.;VERDADERO;1;10;5
57851;77134;30;2023-01-29 20:00:00.0000000 -06:00;2023/01/29 20:00;575;349;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;9;5
57544;76726;36;2023-01-29 19:42:50.4466667 -06:00;2023/01/29 19:42;156;68;Client 3;10;2;3;10;10;Neutral ;VERDADERO;1;4;5
57543;76724;30;2023-01-29 19:35:19.5266667 -06:00;2023/01/29 19:35;575;350;Client 5;8;9;8;8;9;Neutral ;VERDADERO;1;10;5
57541;76721;36;2023-01-29 20:31:39.8066667 -05:00;2023/01/29 20:31;156;69;Client 3;9;2;2;10;10;Neutral ;VERDADERO;1;5;5
57539;76719;39;2023-01-29 20:23:44.8200000 -05:00;2023/01/29 20:23;567;1132;Client 7;10;10;10;10;10;Neutral ;VERDADERO;1;13;5
57545;76727;36;2023-01-29 20:20:40.1566667 -05:00;2023/01/29 20:20;156;267;Client 3;9;2;2;9;10;Neutral ;FALSO;1;5;5
57537;76717;30;2023-01-29 19:10:35.0433333 -06:00;2023/01/29 19:10;575;349;Client 5;10;8;10;9;10;Neutral ;FALSO;1;9;5
57536;76716;36;2023-01-29 20:09:12.0166667 -05:00;2023/01/29 20:09;156;286;Client 3;8;2;3;8;10;I think the prices are a little steep.;VERDADERO;1;3;5
57535;76714;36;2023-01-29 19:02:53.2466667 -06:00;2023/01/29 19:02;156;67;Client 3;5;1;3;10;10;I was pleased with the store;VERDADERO;1;4;5
57573;76763;36;2023-01-29 20:00:00.0000000 -05:00;2023/01/29 20:00;156;256;Client 3;9;2;3;10;10;Annette is always very pleasant to work with :);VERDADERO;1;6;5
57580;76775;36;2023-01-29 20:00:00.0000000 -05:00;2023/01/29 20:00;156;281;Client 3;10;2;3;7;10;Neutral ;VERDADERO;1;3;5
57533;76712;24;2023-01-29 19:50:34.8166667 -05:00;2023/01/29 19:50;156;292;Client 3;10;10;10;10;10;Neutral ;FALSO;1;3;5
57532;76710;63;2023-01-29 18:48:39.8800000 -06:00;2023/01/29 18:48;598;1366;Client 14;10;10;0;8;8;Neutral ;VERDADERO;1;25;7
57531;76709;63;2023-01-29 18:47:31.5700000 -06:00;2023/01/29 18:47;598;1366;Client 14;10;0;10;8;10;Neutral ;VERDADERO;1;26;7
57530;76708;36;2023-01-29 19:33:31.3333333 -05:00;2023/01/29 19:33;156;271;Client 3;10;2;3;8;9;Neutral ;VERDADERO;1;3;5
57529;76707;30;2023-01-29 18:27:54.7700000 -06:00;2023/01/29 18:27 (2);575;351;Client 5;10;10;10;10;10;Neutral ;FALSO;0;10;5
57528;76706;30;2023-01-29 18:27:34.9633333 -06:00;2023/01/29 18:27 (1);575;351;Client 5;10;9;10;10;10;All right;FALSO;0;10;5
57527;76704;36;2023-01-29 18:19:32.7766667 -06:00;2023/01/29 18:19;156;67;Client 3;8;2;2;7;8;Neutral ;VERDADERO;1;4;5
57526;76702;36;2023-01-29 19:17:51.1800000 -05:00;2023/01/29 19:17;156;257;Client 3;10;2;2;7;5;Neutral ;VERDADERO;1;5;5
57525;76699;36;2023-01-29 19:07:57.8133333 -05:00;2023/01/29 19:07;156;260;Client 3;4;1;2;8;8;Manager and store employee Jessica Were Very Nice And Friendly;FALSO;1;4;5
57524;76698;62;2023-01-29 18:02:42.1566667 -06:00;2023/01/29 18:02;595;1363;Client 11;10;10;10;10;10;Neutral ;FALSO;1;21;4
57582;76777;36;2023-01-29 18:00:00.0000000 -06:00;2023/01/29 18:00;156;68;Client 3;5;2;2;8;10;Neutral ;VERDADERO;1;4;5
57522;76695;30;2023-01-29 17:54:48.0766667 -06:00;2023/01/29 17:54;575;351;Client 5;10;8;8;9;10;Neutral ;VERDADERO;1;10;5
57520;76693;36;2023-01-29 17:39:25.0000000 -06:00;2023/01/29 17:39;156;252;Client 3;9;2;1;8;10;Neutral ;VERDADERO;1;4;5
57519;76692;24;2023-01-29 18:32:12.0733333 -05:00;2023/01/29 18:32;156;295;Client 3;7;8;7;6;6;Neutral ;VERDADERO;0;6;5
57518;76691;63;2023-01-29 17:30:21.3300000 -06:00;2023/01/29 17:30;598;1366;Client 14;10;10;10;8;8;Neutral ;VERDADERO;0;25;7
57517;76689;63;2023-01-29 17:24:42.2000000 -06:00;2023/01/29 17:24;598;1366;Client 14;10;10;0;9;9;Neutral ;VERDADERO;0;26;7
57516;76688;36;2023-01-29 18:24:03.3433333 -05:00;2023/01/29 18:24;156;80;Client 3;5;2;2;6;8;Neutral ;VERDADERO;1;3;5
57515;76686;63;2023-01-29 17:22:04.3366667 -06:00;2023/01/29 17:22;598;1366;Client 14;10;0;0;10;9;Neutral ;VERDADERO;1;25;7
57521;76694;36;2023-01-29 18:21:04.7200000 -05:00;2023/01/29 18:21;156;256;Client 3;10;2;2;7;8;Neutral ;FALSO;1;6;5
57514;76685;36;2023-01-29 18:20:30.6366667 -05:00;2023/01/29 18:20;156;267;Client 3;9;2;1;6;9;Consider moving ALL the clothing and textiles to the back of the store, keep front for housewares, put furniture at the very front in the window. It'll move faster and clean up the high traffic area you have coming from donations onto the floor and where customers are also entering that same flow/space.;VERDADERO;1;5;5
57512;76682;30;2023-01-29 17:17:33.9900000 -06:00;2023/01/29 17:17;575;359;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;9;5
57511;76681;36;2023-01-29 18:16:13.2933333 -05:00;2023/01/29 18:16;156;281;Client 3;8;2;2;6;7;Neutral ;VERDADERO;1;3;5
57848;77131;36;2023-01-29 18:00:00.0000000 -05:00;2023/01/29 18:00;156;290;Client 3;10;2;3;9;10;The store is always so clean and organized. The staff is kind and helpful.;VERDADERO;1;3;5
57575;76767;36;2023-01-29 18:00:00.0000000 -05:00;2023/01/29 18:00;156;267;Client 3;10;2;3;10;10;Neutral ;FALSO;1;5;5
57589;76784;30;2023-01-29 17:00:00.0000000 -06:00;2023/01/29 17:00;575;351;Client 5;10;7;8;8;9;Neutral ;VERDADERO;1;10;5
57566;76755;30;2023-01-29 17:00:00.0000000 -06:00;2023/01/29 17:00;575;342;Client 5;8;10;10;9;10;Very pleased with the excellent customer service store always very organized and clean !;VERDADERO;1;8;5
57507;76676;30;2023-01-29 16:49:14.7166667 -06:00;2023/01/29 16:49;575;356;Client 5;10;8;10;9;10;Neutral ;VERDADERO;1;10;5
57504;76671;39;2023-01-29 17:31:54.8500000 -05:00;2023/01/29 17:31;567;1139;Client 7;9;9;7;7;7;Prices seem a little high. Even before inflation, it seemed like clothes especially were a bit overpriced.;VERDADERO;1;15;5
57503;76670;62;2023-01-29 16:31:49.6533333 -06:00;2023/01/29 16:31;595;1363;Client 11;10;10;10;10;10;Bella was very helpful checking in my party. Great experience;VERDADERO;1;21;4
57502;76667;30;2023-01-29 16:27:29.5266667 -06:00;2023/01/29 16:27;575;344;Client 5;8;8;10;9;10;Neutral ;VERDADERO;1;8;5
57501;76665;36;2023-01-29 17:25:22.4566667 -05:00;2023/01/29 17:25;156;81;Client 3;5;2;2;10;10;Neutral ;VERDADERO;1;3;5
57500;76664;36;2023-01-29 17:21:18.5700000 -05:00;2023/01/29 17:21;156;256;Client 3;8;2;3;10;10;Neutral ;VERDADERO;1;6;5
57499;76663;36;2023-01-29 17:20:48.6133333 -05:00;2023/01/29 17:20;156;281;Client 3;10;2;3;10;10;Neutral ;VERDADERO;1;3;5
57498;76662;36;2023-01-29 17:20:41.0900000 -05:00;2023/01/29 17:20;156;284;Client 3;7;1;3;9;10;Neutral ;VERDADERO;1;3;5
57497;76661;24;2023-01-29 17:19:55.8366667 -05:00;2023/01/29 17:19;156;281;Client 3;5;9;7;8;9;Neutral ;FALSO;1;3;5
